"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2018~2018~13~Q08~TOC01~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.9","5.9",,,"5.4","6.5","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","66.4","66.4",,,"63.6","69.0","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q37~TGC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","12.9","12.9",,,"10.7","15.4","Age Group","65 years or older","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","65PLUS","RACE","WHT"
"BRFSS~2018~2018~13~Q34~TOC09~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Prevalence of sufficient sleep","Percentage of older adults getting sufficient sleep (>6 hours)","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC09","Q34","13","AGE","65PLUS","RACE","ASN"
"BRFSS~2018~2018~13~Q21~TAC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q09~TSC09~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","32.7","32.7",,,"27.8","38.0","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","5064","SEX","MALE"
"BRFSS~2018~2018~13~Q16~TNC03~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","33.5","33.5",,,"31.3","35.8","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q27~TMC03~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage","17.3","17.3",,,"16.1","18.7","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q03~TMC01~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage","9.5","9.5",,,"8.0","11.1","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","34.8","34.8",,,"33.1","36.5","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q05~TOC06~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Fall with injury within last year","Percentage of older adults who have fallen and sustained an injury within last year","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC06","Q05","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q18~TSC08~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","36.4","36.4",,,"33.0","39.9","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","68.4","68.4",,,"65.4","71.1","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2018~2018~13~Q17~TAC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2018~2018~13~Q38~TGC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Duration of caregiving among older adults","Percentage of older adults who provided care to a friend or family member for six months or more","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC03","Q38","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2018~2018~13~Q33~TOC08~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","47.7","47.7",,,"42.9","52.5","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","RACE","BLK"
"BRFSS~2018~2018~13~Q40~TGC05~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2018~2018~13~Q16~TNC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","30.2","30.2",,,"28.3","32.1","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q40~TGC05~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","10.4","10.4",,,"7.5","14.1","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q18~TSC08~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","41.6","41.6",,,"40.0","43.3","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q36~TGC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage","26.0","26.0",,,"23.3","28.9","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q12~TSC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Mammogram within past 2 years","Percentage of older adult women who have received a mammogram within the past 2 years","%","PRCTG","Percentage","75.7","75.7",,,"72.0","79.1","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC01","Q12","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q11~TSC11~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Women","Percentage of older adult women who are up to date with select clinical preventive services","%","PRCTG","Percentage","25.6","25.6",,,"23.7","27.6","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC11","Q11","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q05~TOC06~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Fall with injury within last year","Percentage of older adults who have fallen and sustained an injury within last year","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC06","Q05","13","AGE","5064","RACE","NAA"
"BRFSS~2018~2018~13~Q32~TOC07~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage","26.4","26.4",,,"24.9","27.9","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q03~TMC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage","11.2","11.2",,,"10.0","12.7","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q15~TSC02~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Colorectal cancer screening","Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years","%","PRCTG","Percentage","68.6","68.6",,,"67.0","70.3","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC02","Q15","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q32~TOC07~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage","28.8","28.8",,,"26.6","31.0","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q11~TSC11~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Women","Percentage of older adult women who are up to date with select clinical preventive services","%","PRCTG","Percentage","30.1","30.1",,,"25.5","35.1","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC11","Q11","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2018~2018~13~Q46~TOC10~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","65PLUS","RACE","ASN"
"BRFSS~2018~2018~13~Q46~TOC10~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2018~2018~13~Q38~TGC03~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Caregiving","Duration of caregiving among older adults","Percentage of older adults who provided care to a friend or family member for six months or more","%","PRCTG","Percentage","70.7","70.7",,,"66.1","75.0","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C07","TGC03","Q38","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","68.2","68.2",,,"64.8","71.5","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","5064","SEX","FEMALE"
"BRFSS~2018~2018~13~Q34~TOC09~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Overall Health","Prevalence of sufficient sleep","Percentage of older adults getting sufficient sleep (>6 hours)","%","PRCTG","Percentage","66.6","66.6",,,"64.1","69.0","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC09","Q34","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2018~2018~13~Q08~TOC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2018~2018~13~Q17~TAC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","14.3","14.3",,,"12.9","15.8","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q12~TSC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Mammogram within past 2 years","Percentage of older adult women who have received a mammogram within the past 2 years","%","PRCTG","Percentage","76.5","76.5",,,"65.6","84.8","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC01","Q12","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2018~2018~13~Q35~TOC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q33~TOC08~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage","73.6","73.6",,,"72.1","75.1","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q09~TSC09~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","75.2","75.2",,,"72.8","77.5","Age Group","65 years or older","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","65PLUS","RACE","WHT"
"BRFSS~2018~2018~13~Q38~TGC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Duration of caregiving among older adults","Percentage of older adults who provided care to a friend or family member for six months or more","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C07","TGC03","Q38","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q09~TSC09~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","5064","RACE","HIS"
"BRFSS~2018~2018~13~Q36~TGC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage","23.7","23.7",,,"19.8","28.1","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","5064","RACE","BLK"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2018~2018~13~Q34~TOC09~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Prevalence of sufficient sleep","Percentage of older adults getting sufficient sleep (>6 hours)","%","PRCTG","Percentage","64.1","64.1",,,"61.2","66.9","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC09","Q34","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","65.2","65.2",,,"54.6","74.5","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2018~2018~13~Q27~TMC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q18~TSC08~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","42.3","42.3",,,"40.1","44.6","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2018~2018~13~Q40~TGC05~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","5064","SEX","MALE"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","34.2","34.2",,,"32.0","36.4","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2018~2018~13~Q37~TGC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","15.9","15.9",,,"11.7","21.3","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2018~2018~13~Q16~TNC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","47.0","47.0",,,"37.2","57.1","Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","5064","RACE","HIS"
"BRFSS~2018~2018~13~Q20~TSC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Pap test within past 3 years","Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years","%","PRCTG","Percentage","78.6","78.6",,,"74.2","82.4","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC03","Q20","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q18~TSC08~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q16~TNC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","30.4","30.4",,,"16.4","49.3","Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2018~2018~13~Q35~TOC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Recent activity limitations in past month","Mean number of days with activity limitations in the past month","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC03","Q35","13","AGE","AGE_OVERALL","RACE","NAA"
"BRFSS~2018~2018~13~Q40~TGC05~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for someone with cognitive impairment within the past month","Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month","%","PRCTG","Percentage","10.4","10.4",,,"7.3","14.7","Age Group","65 years or older","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC05","Q40","13","AGE","65PLUS","RACE","WHT"
"BRFSS~2018~2018~13~Q36~TGC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","AGE_OVERALL","RACE","ASN"
